,Review,tokens,Class
272,Delicioso desayuno con pan recien horneado y las enfrijoladas deliciosas. El servicio me encanta todo muuy amable y siempre el personal con una sonrisa excelente sigan asi . !!!,delicioso desayuno pan recien horneado enfrijolada delicioso servicio encantar muuy amable siempre personal sonrisa excelente seguir asi,5
273,"Muy bueno aunque por el mismo precio hay hoteles de igual o mejor calidad ubicados en el centro de la ciudad, éste se encuentra a  min del centro y a - de la. Zona de fuertes además de que no hay un supermercado, oxxo o establecimiento donde adquirir artículos de emergencia y añejado también de restaurantes ",buen aunque mismo precio igual mejor calidad ubicado centro ciudad encontrar min centro zona fuerte supermercado oxxo establecimiento adquirir articulo emergencia anejado tambien restaurante,4
274,"presenta muestras de todo tipo de arte , incluyendo los grandes ,,no solo botero que es colombiano sino hasta un picasso podrás ver",presentar muestra tipo arte incluir grande solo botero colombiano sino picasso,4
275,"Nos alojamos en este hotel, que quieran la historia de sus desarrolladores famosas y Lansky gansters, Myer. Debe haber sido algo para entrar en un hotel de este calibre hace  años con todo lo nuevo y mesa. Están restaurando, poco a poco. Es difícil conseguir obreros calificados en Cuba para hacer nada, solo trabajo de restauración. Está diseñado un edificio patrimonio cultural, el re-vamp habituales no va a cortar. A mediados del siglo sillas modernas en el vestíbulo tienen terciopelo azul en ellos! Las alfombras son de lana, de una época pasada. La calidad fue utilizado en aquel entonces, y ha defendido bien. No un poco cansado y deshilachada en los bordes. Nuestra habitación era uno de los  en la décima planta, ya que estaban renovando la otra mitad de la planta. Los…",alojar historia desarrollador famoso lansky ganster myer deber entrar calibre ano nuevo mesa restaurar dificil conseguir obrero calificar cuba solo trabajo restauracion disenado edificio patrimonio cultural re vamp habitual cortar mediados siglo silla moderno vestibulo terciopelo azul alfombra lana epoca pasado calidad utilizar aquel entonces defender bien cansado deshilachado borde decimo planta renovar mitad planta,2
276,"Visitamos la Universidad de paso, pero parece muy mal conservada. Falta de mantenimiento, como es habitual en Cuba. Justo al lado de la Universidad cuentan que asesinaron a un opositor en la Revolución",visitar universidad paso parecer mal conservado falta mantenimiento habitual cuba justo lado universidad contar asesinar opositor revolucion,3
277,El lugar es muy lindo y limpio. Los precios accesibles para estar frente a la catedral y centro histórico. Los sanitarios son muy limpios. Y buena atención del personal.,lindo limpio precio accesible frente catedral centro historico sanitario limpio buen atencion personal,4
278,"En general, la visita fue muy decepcionante. No sólo tomó  h  en coche para llegar allí (probablemente alrededor de dos horas o más con transporte público), pero el lugar no vale la pena.En detalles:) la primera y más importante el lugar es absolutamente nada impresionante. Si he visto otra sal cuevas como las de Polonia, los de mina se mira ridículo.) Entrada de Adulto fue un .  en lugar de .  como anuncian en lonely planet y sitio web oficial.) Guía turístico en inglés solo era a través de la mina con apresurándose poco o ninguna explicación.) otras atracciones como espectáculo de luz o película en D están muy mal comentar.Simplemente evitarlos!",general visita decepcionante solo tomo h coche alli probablemente alrededor hora transporte publico valer pena detalle primero importante absolutamente impresionante si sal cueva polonia mina mirar ridiculo entrada adulto anunciar lonely planet sitio web oficial guia turistico ingle solo trave mina apresurar ninguno explicacion atracción espectaculo luz pelicula d mal comentar simplemente evitar,3
279,La mejor opcion para comer mole en Puebla .. Desde sus cemitas su degustacion de moles y el mejor el MANCHAMANTEL !!!,mejor opcion comer mole puebla cemita degustacion mol mejor manchamantel,5
280,si fuera necesario contar esta historia la deben contar las victimas no quien fue el verdugo. Esto solo produce vergüenza y enojo.,si necesario contar historia deber contar victima verdugo solo producir verguenza enojo,4
281,"Estuvimos en el mes de Noviembre, solo dos días, pues íbamos para Varadero, la comida, el servicio y las atenciones fueron muy buenas, la ventaja que tiene es que esta muy cerca de todo, tuvimos un problema con el aire acondicionado pero nos lo arreglaron super rapido. Lo recomiendo como opción rápida",mes noviembre solo pues varadero servicio atención buen ventaja cerca problema aire acondicionado arreglar super rapido recomer opcion rapido,3
282,"Cerca del hotel donde nos alojamos en el Malecón, nos indicaron este Restaurante. Estuvo bien para ir caminando la noche de llegada sin más cuerpo para buscar algo lejos. La comida pasable,aunque el marisco ya sabemos lo regular que es en Cuba. Pescado no podian...Más",cerca alojar malecon indicar restaurante bien caminar noche llegada cuerpo buscar lejos pasable aunque marisco saber regular cuba pescado ma,3
283,"Tuvimos suerte y pudimos visitar el museo durante ""La Noche del Museo"", estaba lleno de familias disfrutando de las exposiciones y de las actividades espaciales, la visita terminó en la impresionante terraza desde la que se pueden contemplar las imponentes cúpulas de la Ciudad de Puebla, es una vista espectacular y si puedes disfrutarla por la noche seguramente no la olvidarás.",suerte visitar museo noche museo lleno familia disfrutar exposición actividad espacial visita terminar impresionante terraza contemplar imponente cupula ciudad puebla espectacular si disfrutar noche seguramente olvidar,5
284,"Este Hotel es muy lindo, muy grande.  Nos tocó una habitación con vista plena al mar, es decir, desde la cama (que es GIGANTE) se lo puede ver.  Lo malo en nuestra habitación era que la puerta del baño no cerraba.  El balcón es gigante, con vista a la pileta también. El servicio de internet del hotel no es bueno, sale  CUC la hora, y es muy lento, y sólo para el Lobby la señal de Wi Fi. Nos pareció de muy mal gusto nuestra experiencia con uno de los maleteros.  Como recién llegábamos a Cuba no habíamos podido cambiar dinero, entonces, cuando llegamos al hotel, nos asignan habitación, y nos dicen que el maletero se encargaría de llevar nuestros equipajes (como se acostumbra en hoteles de esta categoría, y como también es costumbre dejar propina, nuestra idea era ante nuestra…",lindo grande tocar pleno mar cama gigante malo puerta bano cerrar balcon gigante pileta tambien servicio internet buen salir hora lento solo lobby senal wi fi parecer mal gusto experiencia maletero recien cuba cambiar dinero entonces asignar maletero encargar llevar equipaje acostumbrar categoria tambien costumbre dejar propina idea,2
285,Me encanta este lugar! Podrá cenar en el bar deportivo dentro o fuera en la terraza con vistas al estanque que es realmente precioso. Amable y excelente servicio. Melissa y Sergio eran fenomenales. Las bebidas y la comida es excelente y a un precio razonable. Recomiendo ir a este restaurante.,encantar cenar bar deportivo dentro terraza vistas estanque realmente precioso amable excelente servicio melissa sergio fenomenal bebida excelente precio razonable recomer restaurante,5
286,"Acabo de regresar de La Habana con un grupo de . Todos nosotros disfrutamos este hotel en la Habana Vieja central una cuadra de la capital. Las habitaciones son grandes y están en muy buenas condiciones. Asegúrate de pedir la parte antigua. Los usos eléctricos europeo tapones así que llevar un adaptador. Internet es a veces disponibles en la habitación. Lo mejor es comprar una tarjeta de $ de Internet en el Â° piso y usarlo en el vestíbulo. A propósito, la tarjeta puede ser usada en cualquier lugar de la ciudad donde hay acceso inalámbrico a Internet. Asegúrate de que cierran cuando estás hecho (http://... - cerrar. Llevar consigo dinero en efectivo, al menos ahora. A pesar de lo que se lee, el hotel ATM's y el no llevar tarjetas de crédito. Hay una pequeña cantidad de…",acabar regresar habana grupo disfrutar habana viejo central cuadra capital grande buen condición aseguratar parte antiguo uso electrico europeo tapón asi llevar adaptador internet vez disponible mejor comprar tarjeta internet piso usar vestibulo proposito tarjeta usado cualquiera ciudad acceso inalambrico internet aseguratar cerrar hecho http cerrar llevar dinero efectivo menos ahora pesar leer atm s llevar tarjeta credito pequeno cantidad,3
287,"Como cliente asiduo del restaurante puedo decir que es un lugar que a pesar del paso del tiempo sigue ofreciendo la misma calidad y servicio que cuando abrió hace ya algunos años.

La carta ha tenido poco cambio en este tiempo pero los platillos siguen...Más",cliente asiduo restaurante pesar paso tiempo seguir ofrecer mismo calidad servicio abrir ano carta cambio tiempo platillo seguir ma,2
288,"Cuenta con buenas instalaciones, te toman foto de recuerdo es opcional tú decides, esta bien dividida por áreas según los famosos que están en la sala, desde cantantes, ex presidentes, cómics, te puedes fotografiar. Hay una sala de “terror” con interacciones muy buena. Te venden una guía del lugar para que no se pero bueno es negocio.",contar buen instalación tomar foto recuerdo opcional decidir bien dividido area segun famoso sala cantante ex presidente comic fotografiar sala terror interacción buen vender guia buen negocio,4
289,"Un restaurante, con claridad agradable, linda vista, y la comida riquísima, los postres geniales. Muy recomendable, aunque lleven bien cargada la billetera porque es costoso.",restaurante claridad agradable lindo riquisimo postre genial recomendable aunque llevar bien cargado billetera costoso,5
290,"El mejor hotel de la ciudad, por sus trabajadores, productos y servicios  % recomendado. Absolutamente todo fue increíble, desde el check in hasta el check out, excelente atención, comida, limpieza, amabilidad, ubicación y precio.",mejor ciudad trabajador producto servicio recomendado absolutamente increible check in check out excelente atencion limpieza amabilidad ubicacion precio,5
291,"Este lugar está sembrado aparecer vendedor todo el lugar. Literalmente por todas partes. Es una pena porque creo que estas ruinas son bastante increíble, pero constantemente que puedo conseguir  camisas por  dólares era bastante molesto pero por desgracia inevitable. No puedes subir o tocar nada aquí. Fuimos a  sitios este viaje y por desgracia esto debería haber sido en la parte superior pero estaba entre el fondo.",sembrado aparecer vendedor literalmente parte pena creer ruina bastante increible constantemente conseguir camisa dolar bastante molesto desgracia inevitable subir tocar aqui sitio viaje desgracia deber parte superior fondo,3
292,"Para subir una escalera de mármol, a través de un sitio de construcción, sin embargo, habitada por gente que proporciona música de fondo, para un restaurante en la tercera planta, con servicio de comida y de esta calidad, es una experiencia que simplemente nunca olvidará....El servicio era impecable, aún cuando tienen que tratar con un montón de alboroto de inglés titulado que afortunadamente la izquierda como llegamos. La comida es de los mejores que hemos tenido en nuestra quincena en Cuba. El único inconveniente fue la inexplicable presencia de algunos terrones pequeños de queso en una deliciosa mousse de fruta tropical, pero volvería en un abrir y cerrar de ojos.Más",subir escalera marmol trave sitio construccion embargo habitado gente proporcionar musica fondo restaurante tercero planta servicio calidad experiencia simplemente nunca olvidar servicio impecable aun tratar monton alboroto ingle titulado afortunadamente izquierda mejor quincena cuba unico inconveniente inexplicable presencia terrón pequeno queso delicioso mousse fruta tropical volver abrir cerrar ojo ma,5
293,"Vale la pena realizar la caminata desde el Capitolio hasta el Malecón. Hay un montón de bellos edificios, algunos destruidos, por ésta calle. Recomiendo hacerlo al atardecer, porque obtendrás muy buena luz para las fotografías.",valer pena realizar caminata capitolio malecon monton bello edificio destruido calle recomer atardecer obtener buen luz fotografia,5
294,"Segunda vez ya que vengo aquí y ningún cambio, te dan la cuenta al momento que te llevan la bebida, además llegas y te sientas a esperar a que te atiendan y se tardan como  minutos en venir a atenderte, una vez pedí solo  botellas de agua, se tardaron como  minutos en traerme las dos botellas, para colmo me las trae la mujer en las manos y en las otras manos trae los dos vasos ni una bandeja ni nada!!!! Esto es asqueroso, cuando me pone el vaso en la mesa.... la sorpresita, manchado de un pintalabios, esto ya es lo más cutre del mundo!!!! ",segundo vez venger aqui ninguno cambio cuenta momento llevar bebida ademas sentar esperar atender tardar minuto venir atender vez solo botella agua tardar minuto traer botella colmo traer mujer mano mano traer vaso bandeja asqueroso poner vaso mesa sorpresita manchado pintalabio cutre mundo,1
295,"Solo resaltar que me esperaba algo más isleño y que los mojitos estuvieran más elaborados. Parecía que era un museo y te daba una especie de soda con Ron y algo de hielo. Era algo sistemático y muy turístico, no tenía el encanto de Cuba,...Más",solo resaltar esperar isleno mojito elaborado parecer museo especie soda ron hielo sistematico turistico encanto cuba ma,3
296,"Nuestro grupo de  en una visita a Cuba por la noche cenamos aquí finales de febrero . La comida era excelente, pero el servicio fue extremadamente lento, y el personal desatendido. comida llegó desordenada con algunos aperitivos todavía no sirve después otros en el...grupo había terminado el suyo y lo mismo ocurrió con platos principales. Claramente el orgullo de restaurante en sí en un buen servicio, ya que cobran agregar el % de la factura de servicio que sin duda no se merecen.Más",grupo visita cuba noche cenar aqui final febrero excelente servicio extremadamente lento personal desatendido desordenado aperitivo todavia servir despues grupo terminar mismo ocurrir plato principal claramente orgullo restaurante si buen servicio cobrar agregar factura servicio duda merecen mar,4
297,"Es un playon de unas  manzanas totalmente asfaltado. Nada de verde, nada de sombra, nada lindo que ver. De un lado un monumento a Marti, enfrente las famosas imágenes de Camilo Cienfuegos y el Che Guevara. De pintoresco nada, de historia quizá. Pero estando en la Habana, la visita es obligada.",playon manzana totalmente asfaltado verde sombra lindo lado monumento marti enfrente famoso imagen camilo cienfuego che guevar pintoresco historia quizo habana visita obligar,4
298,"Recomiendo el Mole, está exquisito.  También en recomendable hacer entradas cmpartidas.  Muy buena relación calidad/precio",recomer mole exquisito tambien recomendable entrada cmpartido buen relacion calidad precio,5
299,"Estuvimos unas noches en el hotel antes de hacer una ruta por toda Cuba, la verdad que nos gusto por su ubicación, es excelente, en la zona de la Habana vieja con todo lo mas turístico en los alrededores, las habitaciones son amplias  y unas vistas hermosas a la ciudad. Estancia muy agradable, para repetir.",noche ruta cuba verdad gusto ubicacion excelente zona habana viejo turistico alrededor amplio vistas hermoso ciudad estancia agradable repetir,4
300,"Es más un fuerte que un castillo, pero tiene mucho que ver con las historia de la ciudad. En mi caso particular nunca había visitado una construcción de estas características, y me pareció muy interesante. Es una actividad que no hay que dejar de hacer.",fuerte castillo historia ciudad caso particular nunca visitar construccion caracteristica parecer interesante actividad dejar,3
301,"Al pasear y recorrer este sector de Bogotá se puede percibir lo históricas que son sus calles y construcciones, además los restaurantes y bares que hay en este lugar son realmente acogedores y agradables ",pasear recorrer sector bogota percibir historico calle construcción ademas restaurante bar realmente acogedor agradable,4
302,"Muy lindo lugar con una hermosa vista, se puede subir en fonicular y bajar en tren, arriba hya hermsos miradores. vale la pena",lindo hermoso subir fonicular bajar tren arriba hya hermso mirador valer pena,5
303,"Pura cultura latinoamericana, un lugar imperdible, cuidado al % que muestra un respeto por su cultura indígena y su legado. Hay que tomarse tiempo porque es un paseo largo y hay que darlo con calma porque hay muchísimo que ver. Imperdible",puro cultura latinoamericano imperdible cuidado mostrar respeto cultura indigena legado tomar tiempo paseo largo calma muchisimo imperdible,5
304,"Excelent very good; todo excelente Las personas fueron muy calidas, dispuestas a servir en todo lo.que se requiera. la vista del del mar desde los cuartos. el tamaño de la habitacion fue el mejor Bueno                                                  ",excelent very good excelente persona calido dispuesto servir requerir mar cuarto tamano mejor buen,4
305,"Una imagen llena de historia, que mira hacia la ciudad, ubicada estrategicamente a una altura, lo suficiente para ser vista desde distintas puntos de la ciudad.",imagen lleno historia mirar hacia ciudad ubicado estrategicamente altura suficiente distinto punto ciudad,4
306,"Fui en semana santa por  dias a Cartagena. Me hospedé en el Cartagena Plaza y la estadía fue muy agradable. El Hotel cuenta con muchas amenidades, el personal tanto meseros, limpieza, botones, etc. es muy atento y siempre dispuestos a colaborar. Lo que no me gustó es que en horas pico es muy complicado acceder a los elevadores. Hay  y es un edificio de  pisos por lo que tardan mucho en llegar, yo no esperé tanto pero escuché a muchos quejádose de que duraron más de  minutos esperando",semana santo cartagena hospedir cartagena plaza estadia agradable contar amenidad personal mesero limpieza botón etc atento siempre dispuesto colaborar gusto hora pico complicado acceder elevador edificio piso tardar esperar escuchar quejadose durar minuto esperar,3
307,"Estúpida tradición turística , hordas de rosados guiris haciendo cola para beber un mojito ,como por obligación. Refleja las altas cotas de absurdez a las que llega el ser humano. Ni que decir tiene que los cócteles no son ni baratos ,ni los mejores.",estupido tradicion turistico horda rosado guiris cola beber mojito obligacion reflejar alto cota absurdez humano coctel barato mejor,3
308,"Desde ver la forma de la edificación te das cuenta que es algo bueno, al entrar las instalaciones son novedosas e incluso algunas hasta interactivas, la atención es muy buena, solo que cierran muy temprano, es totalmente recomendable y no dejarlo pasar al visitar Merida.",forma edificacion cuenta buen entrar instalación novedoso incluso interactivo atencion buen solo cerrar temprano totalmente recomendable dejar pasar visitar merida,5
309,Servicio muy bueno en el lobby y bar. Pésimo limpieza a la habitación. Arena  en la alfombra y cabellos en el baño de huéspedes anteriores y polvo en los muebles. Buena ubicación. Unas galletas riquisimas,servicio buen lobby bar pesimo limpieza arena alfombra cabello bano huesped anterior polvo mueble buen ubicacion galleta riquisimo,2
310,"Estuvimos un grupo de  parejas por  días en el hotel, cabe destacar que la mala suerte nos acompaño, desde encontrarnos con tornillos metálicos en la comida, hasta hongos en el pan, si no reclamas no cumplen con lo contratado, al presentar mis reclamos, nunca estuvo el gerente.....  solo unos asistentes que después de  días y mucho insistir, no daban mayor respuesta a los problemas, recalco las personas que te atienden, una amabilidad rencomendable...",grupo pareja caber destacar malo suerte acompanar encontrar tornillo metalico hongo pan si reclamar cumplir contratado presentar reclamo nunca gerente solo asistente despues insistir mayor respuesta problema recalcar persona atender amabilidad rencomendable,2
311,"Muy buen servicio, hotel limpio y  de facil acceso. Altamente recomendable. COmida rica, pero hace falta un menu mas amplio. EL precio un poco alto en comparacion a otros hoteles. EL personal con excelente trato.",buen servicio limpio facil acceso altamente recomendable rico falta menu amplio precio alto comparacion personal excelente trato,4
312,"Una de las visitas obligadas de la ciudad pero también de las más frivolizadas. No sólo por la leyenda, sino porque es asombrosa la forma en que se lograban edificar casa a escasos centrímetros unas de otras.

Una vez en el lugar, tener cuidado ya que los supuestos guías de turístas tratarán de convencerlo para que esucha la leyenda que, por otro lado todo mundo conoce. Después es probable que lo forcen para que base a suc compañero(a) casi en contra de su voluntad.

Evitar la visita durante las noches, que es cuando las estudiantinas llevan a la gente al lugar, y al tener el callejón sólo  cm de ancho el lugar se vuelve insoportable por momentos.",visita obligado ciudad tambien frivolizado solo leyenda sino asombroso forma lograr edificar casa escaso centrimetro vez cuidado supuesto guia turista tratar convencer esuchar leyenda lado mundo conocer despues probable forcir basar suc companero casi voluntad evitar visita noche estudiantina llevar gente callejon solo cm ancho volver insoportable momento,3
313,"Gran lugar para sentarse y observar a la gente, los fines de semana está lleno de arte y gente muy divertida. Un montón de puestos durante el fin de semana, con mantener sake caseros.",gran sentar observar gente fin semana lleno arte gente divertido monton puesto fin semana mantener sake casero,5
314,"Han renovado esta ya hace  años cuando yo estaba aquí. Se oye voces Maya y nahua como caminar a través de las nuevas galerías. Gran Escala de todas las culturas en una enorme pared. Gran arte contemporáneo también y habitaciones de muebles antiguos.Ve a la azotea tienen un café o almuerzo. Hermoso entorno con vistas a las cúpulas de la ciudad de Puebla. También señora bolsa super amable, y Ella habla inglés, algo que a mi pésimo español.",renovar ano aqui oír voz maya nahuo caminar trave nuevo galeria gran escala cultura enorme pared gran arte contemporaneo tambien mueble antiguo ve azotea cafe almuerzo hermoso entorno vistas cupula ciudad puebla tambien senoro bolsa super amable hablar ingle pesimo espanol,5
315,"Nos alojamos aquí por unos días y nos sentimos decepcionados. El hotel está situado al final de la calle principal en Bocagrande y se encuentra en sus propios terrenos extensos, que fue para nosotros, es mejor y tenía una piscina enorme. nos alojamos en el ala del jardín y aunque nuestra habitación era grande, cansados y en la necesidad de una reforma, como el resto del hotel. El vestíbulo del hotel es un hermoso ejemplo de art-deco y es probablemente el elemento destacado (aparte de los jardines). Hay un bar de cócteles que estaba siendo utilizada para un evento corporativo, así que nunca llegamos a usar. El personal era profesional e incluso bastante enérgico. No comimos allí, así que no puedo comentar sobre la comida. En general, una debería haber ido a otro sitio",alojar aqui sentir decepcionado situado final calle principal bocagrande encontrar propio terreno extenso mejor piscina enorme alojar ala jardin aunque grande cansado necesidad reforma resto vestibulo hermoso ejemplo art deco probablemente elemento destacado aparte jardín bar coctel utilizar evento corporativo asi nunca usar personal profesional incluso bastante energico comer alli asi comentar general deber sitio,4
316,"Se encuentran muchos restaurantes, bares y hoteles. Lugar para iniciar las callejoneadasa (recorrer calles de Guanajuato siguiendo a una Estudiantina)",encontrar restaurante bar iniciar callejoneadasa recorrer calle guanajuato seguir estudiantina,5
317,"Una gran experiencia visitar este lugar, es una de las  maravillas del mundo moderno, no pierdan oportunidad y vayan a conocer, se encuentra cerca de Cancún o Mérida, recomiendo lleven dinero , energía y tiempo. Sugiero contraten un tour ya que la historia no se cuenta sola. Los domingos la entrada es gratis para mexicanos.",gran experiencia visitar maravilla mundo moderno perder oportunidad conocer encontrar cerca cancun merida recomer llevar dinero energia tiempo sugerir contratar tour historia contar solo domingo entrada gratis mexicano,5
318,"Es un hotel impresionantemente grande, sin embargo, es notorio que fue muy bueno en su momento, uno debe ir con la mente abierta este hotel, la gente de recepcion es muy amable y la gente del bar tambien muy atentos.  El desayuno debes tomarlo muy temprano porque todo se termina muy rápido y algunas cosas del bufet ya no las reponen asi que si llegas tarde pues no te quedan muchas opciones.  No existe el servicio a cuarto inclusive en mi situacion uno de mis compañeros enfermo y no pudo bajar asi que pedi el desayuno para subir algo y me exigieron que bajara mis platos antes de las  de la mañana de una manera algo ruda (como si me los fuera a robar) pero digo mente abierta de viajero cumpli mi palabra y lo regrese pensando que a ellos les pueden pedir el plato si no pues se…",impresionantemente grande embargo notorio buen momento deber mente abierto gente recepcion amable gente bar tambien atento desayuno deber tomar temprano terminar rapido cosa bufet reponer asi si tarde pues quedar opción existir servicio cuarto inclusive situacion companero enfermo bajar asi desayuno subir exigir bajar plato manana manera rudo si robar mente abierto viajero cumplir palabra regresar pensar plato si pues,2
319,"la habitacion estaba muy amplia ,comoda limpia , y la vista del centro historico fue espectacular desde la habitación, el trato del personal fue algo de lo que no me agrado , un trato muy frio y distante, ademas de que el precio de los alimentos del restaurante del hotel eran exhorbitantes y siempre estaba solo, con la hoste invitandote a pasar casi a fuerzas, las areas de los pasillos y elevadores del hotel merecen una remodelada o limpieza urgente, huelen a alfombra sucia!! y los elevadores estan medio anticuados!! la ubicación era excelente, pero el estacionamiento muy incomodo y los accesos a la Calle, LO BUENO QUE CUENTAN CON VALET PARQUING, un hotel caro por el mal servicio que ofrece y sus instalaciones anticuadas, la alberca es pequeña pero muy relajante, me gusto el_x_",amplio comodo limpio centro historico espectacular trato personal agrado trato frio distante ademas precio alimento restaurante exhorbitante siempre solo hoste invitar pasar casi fuerza area pasillo elevador merecer remodelado limpieza urgente holer alfombra sucio elevador medio anticuado ubicacion excelente estacionamiento incomodo acceso calle buen contar valet parquing caro mal servicio ofrecer instalación anticuado alberca pequeno relajante gusto el_x _,4
320,"Mal servicio, había que llamar hasta  ocaciones para que resolvieron los problemas. Lo único bueno es que tiene cerca la playa. Lo malo es las masajistas que son muy muy insistentes en darte un masaje.  ",mal servicio llamar ocación resolver problema unico buen cerca playa malo masajista insistente dartir masaje,2
321,"Super buen lugar , muy elegante y muy bien ubicado , con una super vista y muy atentos los meseros en especial Francisco , Victor y Osmán",super buen elegante bien ubicado super atento mesero especial francisco victor osman,5
322,"Chichen Itza es un gran lugar para visitar. Es un viaje de un día, partiendo de su hotel temprano por la mañana y volver temprano en la noche. En el viaje en autobús al sitio nos ofrecieron bebidas y aperitivos y en el viaje de regreso algunas cervezas frías y Tequila. Utilizamos Olympus Tours y nos parecieron ser amable e informativo. agua y sombrillas son ofrecidas por la caminata de la excursión. Nos detuvimos en un buffet para el almuerzo con entretenimiento, que estaba incluido en el precio de la excursión. También hicimos una parada que también estaba incluida en la visita al Cenote, un lavabo hoyos para una gran experiencia y bonitas fotos. Traiga su traje de baño y toalla. taquillas y vestuarios disponibles. Si vas a Cancún usted debe tomar el tiempo para visitar las ruinas Mayas, una de las siete maravillas del mundo.",chichen itza gran visitar viaje partir temprano manana volver temprano noche viaje autobus sitio ofrecer bebida aperitivo viaje regreso cerveza frio tequila utilizar olympus tours parecer amable informativo agua sombrilla ofrecido caminata excursion detener buffet almuerzo entretenimiento incluido precio excursion tambien parada tambien incluido visita cenote lavabo hoyo gran experiencia bonito foto traigar traje bano toalla taquilla vestuario disponible si cancun deber tomar tiempo visitar ruina maya siete maravilla mundo,5
323,"Esta abrumadora Eatery atmosférico, te lleva atrás en el tiempo ...
El interior y el ""paisaje"" del restaurante es entre algo real, algo mágicamente y algo que le recuerda a un sueño ... que te lleva a un sentido de verdadero ""mágico de Lo"" no...salir de Cuba sin ser parte de este lugar.
Fuimos por la noche, nuestro hijo, nuestro  años y que los padres. Las calles de abajo estaban llenas de los sonidos de la noche y el restaurante estaba lleno de gente, el ambiente era muy mágico, la comida era muy buena y la gente que asistió a nosotros amable y el servicio tenía un toque personal muy especial: -)Más",abrumador eatery atmosferico llevar atras tiempo interior paisaje restaurante real magicamente recordar sueno llevar verdadero magico salir cuba parte noche hijo ano padre calle abajo lleno sonido noche restaurante lleno gente ambiente magico buen gente asistir amable servicio toque personal especial,5
324,"buena atencion y servicio, buenas habitaciones, excelente gastronomia, playas tranquilas, bebidas excelentes, cerca a la ciudad amurallda y el centro historico de cartagena, bocagrande, piscinas limpias y agradables.",buen atencion servicio buen excelente gastronomia playa tranquilo bebida excelente cerca ciudad amuralldo centro historico cartagena bocagrande piscina limpio agradable,4
325,"Cuando me entregsron la habitación había un calzon de mujer , me hostigaron todo el día por whatsapp en mis vacaciones, a pesar de que en Cartagena no es potable solo te proporcionan  litro de agua para una habitación donde estábamos  personas   para  días , el WiFi es pésimo, muy baja velocidad . Los computadores que proporciona  para el uso de los huéspedes tienen lineas en la pantalla y uno no se puede usar . Por otro lado en el ascensor el botón del piso  estaba dañado y me todo subir al  o bajar al , y Finalmente quisiera decir que viajo mucho ya sea por placer o por trabajo y este es el peor hotel en que me he quedado en Toda mi vida",entregsr calzon mujer hostigar whatsapp vacaciones pesar cartagena potable solo proporcionar litro agua persona wifi pesimo bajo velocidad computador proporcionar uso huesped linea pantalla usar lado ascensor boton piso danado subir bajar finalmente viajar placer trabajo peor quedar vida,1
326,"Muy buen servicio nos atendio reimundo.  Las bebidas estan muy ricas, hay mucha variedad de alimentos.",buen servicio atender reimundo bebida rico variedad alimento,5
327,"trabajamos con Jennifer Carr de tropical viajeros para coordinar nuestro destino boda en este lugar. Desde el momento en que llegamos hasta el día muy deprimente que nos teníamos que marchar, nuestra experiencia no podría haber sido mejor. El servicio era excelente, las instalaciones eran una maravilla, y la experiencia fue inolvidable. Tenemos  quejas de nuestro viaje y le recomendaría este complejo a todos aquellos que desean disfrutar de una experiencia todo incluido completa!",trabajar jennifer carr tropical viajero coordinar destino boda momento deprimente marchar experiencia mejor servicio excelente instalación maravilla experiencia inolvidable queja viaje recomendar complejo aquel desear disfrutar experiencia incluido completo,5
328,Una zona muy segura. Los policías son muy amables para ubicarte. El punto de información de la alcaldía entrega muy buenas recomendaciones. La peatonal muy pintoresca.,zona seguro policia amable ubicar punto informacion alcaldia entregar buen recomendación peatonal pintoresca,4
329,Este cerro es muy famoso e impresionante se puede ver desde muchos puntos de la ciudad y de donde se vea es espectacular,cerro famoso impresionante punto ciudad espectacular,5
330,"Exente servicio y comida de lo mejor, bien ubicado, muy buena presentación de platillos y mejor las bebidas que gran lugar. 
Felicidades",exente servicio mejor bien ubicado buen presentacion platillo mejor bebida gran felicidad,5
331,"Este hotel inicio muy bien, viajo constantemente a Mérida y veo como de ha deteriorado. El personal varía mucho te encuentras el que te atiende bien y el que te atiende pésimo , el servicio de desayuno que es lo que mas uso se ha venido a menos",inicio bien viajar constantemente merida deteriorar personal vario encontrar atender bien atender pesimo servicio desayuno uso venir menos,3
332,"Nunca había probado una cemita y pedí la de portobello con flor de calabaza y me gusto mucho. 

También estaban muy ricas la entrada de quesos con cuitlacoche y la crema poblana. El pastel de chocolate esta muy bueno aunque hubiera preferido que no llevara...Más",nunca probar cemita portobello flor calabaza gusto tambien rico entrada queso cuitlacoche crema poblano pastel chocolate buen aunque preferir llevar ma,5
333,"Habia estado hace algunos años en este hotel y estaba pasable, ahora es un hotel viejo, con pobre higiene y un servicio que deja que desear, deje mis datos para que me enviaran la factura y nunca llego, he tenido que llamar  veces para que me la envíen, ya la enviaron pero esta equivocada, bastante molesto tener que estar persiguiendo un documento que por ley deben de enviar de forma inmediata, en fin es un reflejo de toda la administracion del hotel, no lo recomiendo, yo no regreso.",ano pasable ahora viejo pobre higiene servicio dejar desear dejar dato enviar factura nunca llamar vez enviar enviar equivocado bastante molesto perseguir documento ley deber enviar forma inmediato fin reflejo administracion recomer regreso,1
